id,saleprice
2658,134450.577192194
2718,210245.84243327443
2414,198049.70097565703
1989,106534.31029608496
625,144616.97545873246
333,108233.29895495705
1327,121812.35484896536
858,146654.9205275959
95,159064.76902405237
1568,149739.04773894954
2482,189394.04891473718
1364,120809.55947303219
2584,125227.93910302065
818,260820.30416179833
2673,145834.01615173422
2089,139762.30561517697
1297,146384.42518125084
790,119831.18366528244
2616,163709.10547074216
720,188889.16276653
222,133004.05393427447
557,133495.90094775776
1148,224903.61964442092
2766,139122.49957375746
534,175709.742995287
1452,121507.70188862085
630,150981.99896599381
2648,117988.00722628512
125,134921.47108845587
1904,88374.67281448061
1670,130730.81582050398
756,123846.18304509245
717,194146.73499175126
1032,157947.80489229917
852,238417.32583544764
1731,179976.65516720747
2639,117889.97305410122
2071,109258.03316809644
1267,158288.46387155622
1851,185293.29557725403
567,159975.90378149902
2439,285243.4146492856
1898,139531.7386968495
647,142968.46090133156
2256,176111.80249581125
979,126534.70894351922
1444,193224.5775053191
2485,131122.52588852606
157,111280.54414535331
88,130279.85895817622
2003,111923.26370380906
186,159271.36377747444
1425,230214.85139926826
2695,120301.43168899487
738,116749.21472211764
395,134811.41897886584
1353,161985.40985004336
1878,127329.14153266785
390,151595.08618803357
1456,212974.3243770554
1103,250906.95141733112
1387,136063.055126891
2070,144662.60188905976
1199,153075.10994412407
2479,187185.09287747298
501,210702.9252954215
2362,129199.08127589698
1718,182468.90242091042
2188,145906.85831088352
1483,177939.2187562103
2557,100402.23940056708
437,333550.9678329079
2224,154981.15883257322
1628,216235.5682571514
397,148377.25315049797
587,163849.09449177957
971,180846.38590699923
2611,122489.01190881053
1887,126160.58073125634
2399,288992.9407552931
2148,194063.5271301064
304,130288.66943700088
1997,122082.56849403324
2817,130020.75880138332
1431,196334.1626547638
427,398066.6167981158
263,128781.65981875686
598,161235.68840108294
2895,187655.9505964566
687,134917.8497811086
1822,137519.47079298872
2191,111006.66633765225
179,110183.10678958148
1009,170780.3524737736
2010,115180.10218447814
1991,154802.93517843058
1411,144055.5717749088
1721,184853.1783381974
1144,244492.19613722758
593,226173.41885648575
575,314190.9763236544
1249,159868.53642311855
1604,130979.27392842656
1064,202980.53301659354
1923,138335.18897896138
1988,109323.34332494962
2325,183436.26608740626
114,206253.8261144773
2700,186172.77620383503
217,168682.58371422783
343,159203.95150723303
386,197002.71293846425
2005,159700.8726661607
2908,164244.11257560353
1814,158488.39770392748
2446,357987.5923474822
208,169539.63551725
1679,140554.67686076945
822,277425.21990126173
6,174784.7970133982
1781,277024.7288411397
2397,231404.43970882136
2340,219323.19694175094
